,0,1,2,3,4
0,4,2,,,
1,0,,6,,
2,,3,3,,
3,3,1,2,,
4,1,,,5,
5,,1,,5,
6,1,2,,3,
7,,,3,3,
8,1,,2,3,
9,,2,0,4,
10,0,1,1,4,
11,0,,,,6
12,,0,,,6
13,0,1,,,5
14,,,1,,5
15,0,,0,,6
16,,0,0,,6
17,0,0,0,,6
18,,,,0,6
19,0,,,2,4
20,,0,,2,4
21,0,0,,0,6
22,,,2,0,4
23,0,,1,0,5
24,,0,0,0,6
25,0,0,0,0,6
