,0,1,2,3,4
0,6,0,,,
1,1,,5,,
2,,4,2,,
3,3,3,0,,
4,0,,,6,
5,,1,,5,
6,0,3,,3,
7,,,3,3,
8,0,,1,5,
9,,0,5,1,
10,1,1,0,4,
11,0,,,,6
12,,1,,,5
13,1,1,,,4
14,,,3,,3
15,0,,2,,4
16,,0,1,,5
17,0,2,1,,3
18,,,,5,1
19,0,,,3,3
20,,0,,4,2
21,0,0,,3,3
22,,,1,2,3
23,0,,1,5,0
24,,0,1,3,2
25,0,1,2,2,1
