,0,1,2,3,4
0,6,0,,,
1,0,,6,,
2,,4,2,,
3,0,2,4,,
4,0,,,6,
5,,1,,5,
6,1,0,,5,
7,,,6,0,
8,2,,3,1,
9,,4,2,0,
10,1,2,3,0,
11,0,,,,6
12,,0,,,6
13,0,0,,,6
14,,,0,,6
15,0,,0,,6
16,,1,0,,5
17,0,0,1,,5
18,,,,3,3
19,0,,,2,4
20,,0,,3,3
21,0,0,,2,4
22,,,3,0,3
23,0,,2,3,1
24,,0,2,2,2
25,0,1,1,4,0
