,0,1,2,3,4
0,4,2,,,
1,4,,2,,
2,,6,0,,
3,4,1,1,,
4,3,,,3,
5,,5,,1,
6,3,3,,0,
7,,,6,0,
8,0,,6,0,
9,,6,0,0,
10,2,3,1,0,
11,4,,,,2
12,,6,,,0
13,2,1,,,3
14,,,6,,0
15,1,,5,,0
16,,5,1,,0
17,1,4,1,,0
18,,,,5,1
19,1,,,5,0
20,,5,,1,0
21,4,2,,0,0
22,,,5,1,0
23,1,,5,0,0
24,,3,3,0,0
25,0,3,3,0,0
