,0,1,2,3,4
0,4,2,,,
1,2,,4,,
2,,6,0,,
3,1,3,2,,
4,0,,,6,
5,,4,,2,
6,1,0,,5,
7,,,6,0,
8,0,,6,0,
9,,2,3,1,
10,1,1,3,1,
11,0,,,,6
12,,0,,,6
13,0,0,,,6
14,,,4,,2
15,0,,1,,5
16,,3,1,,2
17,0,1,2,,3
18,,,,5,1
19,0,,,4,2
20,,1,,4,1
21,0,0,,4,2
22,,,5,0,1
23,0,,4,2,0
24,,1,1,2,2
25,0,1,3,1,1
