,0,1,2,3,4
0,4,2,,,
1,1,,5,,
2,,3,3,,
3,0,3,3,,
4,0,,,6,
5,,1,,5,
6,2,3,,1,
7,,,6,0,
8,0,,6,0,
9,,1,5,0,
10,0,0,2,4,
11,0,,,,6
12,,0,,,6
13,0,2,,,4
14,,,5,,1
15,0,,4,,2
16,,0,5,,1
17,0,2,4,,0
18,,,,5,1
19,0,,,6,0
20,,1,,5,0
21,0,1,,5,0
22,,,4,2,0
23,0,,3,3,0
24,,1,2,3,0
25,0,0,4,2,0
