,0,1,2,3,4
0,5,1,,,
1,2,,4,,
2,,4,2,,
3,3,1,2,,
4,0,,,6,
5,,4,,2,
6,1,2,,3,
7,,,5,1,
8,0,,5,1,
9,,3,3,0,
10,0,3,2,1,
11,1,,,,5
12,,2,,,4
13,0,3,,,3
14,,,3,,3
15,0,,5,,1
16,,2,2,,2
17,1,1,3,,1
18,,,,5,1
19,0,,,6,0
20,,1,,5,0
21,0,0,,6,0
22,,,5,1,0
23,0,,4,2,0
24,,1,4,1,0
25,0,1,5,0,0
