,0,1,2,3,4
0,3,3,,,
1,0,,6,,
2,,3,3,,
3,0,0,6,,
4,0,,,6,
5,,0,,6,
6,0,0,,6,
7,,,2,4,
8,0,,4,2,
9,,0,1,5,
10,0,0,2,4,
11,0,,,,6
12,,0,,,6
13,0,0,,,6
14,,,2,,4
15,0,,4,,2
16,,0,3,,3
17,0,0,2,,4
18,,,,4,2
19,0,,,4,2
20,,0,,5,1
21,0,0,,4,2
22,,,1,4,1
23,0,,1,3,2
24,,0,1,3,2
25,0,0,2,2,2
