,0,1,2,3,4
0,4,2,,,
1,3,,3,,
2,,6,0,,
3,1,1,4,,
4,1,,,5,
5,,3,,3,
6,1,3,,2,
7,,,2,4,
8,1,,2,3,
9,,3,1,2,
10,1,2,1,2,
11,0,,,,6
12,,1,,,5
13,1,0,,,5
14,,,3,,3
15,0,,5,,1
16,,1,1,,4
17,0,3,3,,0
18,,,,6,0
19,0,,,4,2
20,,3,,2,1
21,1,0,,4,1
22,,,2,1,3
23,0,,4,2,0
24,,1,2,3,0
25,1,1,2,1,1
