,0,1,2,3,4
0,6,0,,,
1,2,,4,,
2,,3,3,,
3,2,0,4,,
4,0,,,6,
5,,0,,6,
6,1,0,,5,
7,,,0,6,
8,0,,1,5,
9,,2,0,4,
10,0,0,1,5,
11,1,,,,5
12,,0,,,6
13,0,0,,,6
14,,,0,,6
15,0,,0,,6
16,,0,0,,6
17,0,0,0,,6
18,,,,0,6
19,0,,,1,5
20,,0,,0,6
21,0,0,,1,5
22,,,0,0,6
23,0,,1,1,4
24,,0,0,1,5
25,0,0,0,2,4
