,0,1,2,3,4
0,4,2,,,
1,1,,5,,
2,,5,1,,
3,0,3,3,,
4,1,,,5,
5,,4,,2,
6,2,3,,1,
7,,,6,0,
8,1,,5,0,
9,,3,3,0,
10,0,3,2,1,
11,0,,,,6
12,,4,,,2
13,0,3,,,3
14,,,6,,0
15,0,,5,,1
16,,2,4,,0
17,0,1,5,,0
18,,,,5,1
19,0,,,6,0
20,,3,,3,0
21,0,3,,3,0
22,,,6,0,0
23,0,,5,1,0
24,,3,3,0,0
25,0,2,3,1,0
