,0,1,2,3,4
0,2,4,,,
1,0,,6,,
2,,4,2,,
3,0,3,3,,
4,4,,,2,
5,,6,,0,
6,0,6,,0,
7,,,6,0,
8,0,,6,0,
9,,4,2,0,
10,0,6,0,0,
11,4,,,,2
12,,5,,,1
13,0,6,,,0
14,,,6,,0
15,1,,5,,0
16,,4,2,,0
17,0,5,1,,0
18,,,,6,0
19,4,,,2,0
20,,5,,1,0
21,0,5,,1,0
22,,,6,0,0
23,1,,5,0,0
24,,1,5,0,0
25,0,4,2,0,0
