,0,1,2,3,4
0,4,2,,,
1,2,,4,,
2,,6,0,,
3,4,2,0,,
4,0,,,6,
5,,1,,5,
6,1,0,,5,
7,,,5,1,
8,1,,3,2,
9,,4,1,1,
10,2,1,3,0,
11,1,,,,5
12,,1,,,5
13,1,0,,,5
14,,,1,,5
15,0,,0,,6
16,,0,0,,6
17,2,0,0,,4
18,,,,3,3
19,0,,,3,3
20,,0,,4,2
21,1,0,,1,4
22,,,1,1,4
23,0,,2,1,3
24,,1,0,2,3
25,2,0,2,1,1
