,0,1,2,3,4
0,4,2,,,
1,3,,3,,
2,,2,4,,
3,5,0,1,,
4,0,,,6,
5,,3,,3,
6,3,2,,1,
7,,,6,0,
8,0,,2,4,
9,,3,2,1,
10,3,0,2,1,
11,1,,,,5
12,,3,,,3
13,1,1,,,4
14,,,1,,5
15,2,,0,,4
16,,0,1,,5
17,2,0,0,,4
18,,,,1,5
19,0,,,2,4
20,,2,,1,3
21,1,0,,3,2
22,,,3,0,3
23,2,,1,0,3
24,,1,1,1,3
25,1,0,0,1,4
