,0,1,2,3,4
0,3,3,,,
1,2,,4,,
2,,2,4,,
3,0,0,6,,
4,0,,,6,
5,,0,,6,
6,1,0,,5,
7,,,0,6,
8,0,,2,4,
9,,0,1,5,
10,0,0,2,4,
11,2,,,,4
12,,0,,,6
13,0,0,,,6
14,,,0,,6
15,1,,1,,4
16,,1,0,,5
17,0,0,1,,5
18,,,,2,4
19,0,,,2,4
20,,0,,1,5
21,0,0,,1,5
22,,,0,2,4
23,1,,0,2,3
24,,0,1,1,4
25,0,0,0,1,5
