,0,1,2,3,4
0,3,3,,,
1,0,,6,,
2,,1,5,,
3,1,1,4,,
4,0,,,6,
5,,0,,6,
6,0,0,,6,
7,,,0,6,
8,0,,3,3,
9,,1,0,5,
10,0,1,2,3,
11,0,,,,6
12,,0,,,6
13,0,0,,,6
14,,,0,,6
15,0,,0,,6
16,,0,0,,6
17,0,1,0,,5
18,,,,0,6
19,0,,,2,4
20,,0,,1,5
21,0,0,,1,5
22,,,1,1,4
23,0,,0,1,5
24,,0,0,3,3
25,0,0,0,1,5
