,0,1,2,3,4
0,5,1,,,
1,3,,3,,
2,,5,1,,
3,2,3,1,,
4,5,,,1,
5,,6,,0,
6,5,1,,0,
7,,,5,1,
8,1,,4,1,
9,,4,1,1,
10,2,2,1,1,
11,0,,,,6
12,,1,,,5
13,4,0,,,2
14,,,5,,1
15,1,,2,,3
16,,6,0,,0
17,0,3,1,,2
18,,,,6,0
19,0,,,6,0
20,,1,,5,0
21,1,2,,2,1
22,,,5,1,0
23,0,,4,1,1
24,,0,4,2,0
25,0,1,3,0,2
