,0,1,2,3,4
0,2,4,,,
1,1,,5,,
2,,4,2,,
3,1,4,1,,
4,1,,,5,
5,,0,,6,
6,0,4,,2,
7,,,5,1,
8,1,,4,1,
9,,4,1,1,
10,0,2,2,2,
11,0,,,,6
12,,2,,,4
13,2,2,,,2
14,,,3,,3
15,1,,4,,1
16,,3,3,,0
17,1,3,2,,0
18,,,,5,1
19,0,,,5,1
20,,2,,4,0
21,0,1,,3,2
22,,,3,2,1
23,1,,3,2,0
24,,1,2,3,0
25,0,3,1,2,0
