,0,1,2,3,4
0,4,2,,,
1,0,,6,,
2,,3,3,,
3,1,0,5,,
4,0,,,6,
5,,1,,5,
6,0,0,,6,
7,,,3,3,
8,0,,4,2,
9,,2,3,1,
10,0,0,1,5,
11,0,,,,6
12,,0,,,6
13,0,0,,,6
14,,,1,,5
15,0,,0,,6
16,,0,1,,5
17,0,0,0,,6
18,,,,3,3
19,0,,,4,2
20,,0,,2,4
21,0,0,,3,3
22,,,2,2,2
23,0,,0,2,4
24,,0,0,3,3
25,0,0,0,0,6
