,0,1,2,3,4
0,5,1,,,
1,0,,6,,
2,,1,5,,
3,1,1,4,,
4,0,,,6,
5,,0,,6,
6,0,0,,6,
7,,,5,1,
8,0,,3,3,
9,,2,4,0,
10,0,1,3,2,
11,0,,,,6
12,,0,,,6
13,0,0,,,6
14,,,1,,5
15,0,,1,,5
16,,0,0,,6
17,0,0,2,,4
18,,,,5,1
19,0,,,5,1
20,,0,,4,2
21,0,0,,4,2
22,,,3,2,1
23,0,,3,0,3
24,,0,0,5,1
25,1,0,2,2,1
