,0,1,2,3,4
0,5,1,,,
1,4,,2,,
2,,4,2,,
3,5,0,1,,
4,5,,,1,
5,,4,,2,
6,4,1,,1,
7,,,6,0,
8,2,,3,1,
9,,3,2,1,
10,3,2,1,0,
11,3,,,,3
12,,6,,,0
13,5,1,,,0
14,,,4,,2
15,4,,2,,0
16,,1,5,,0
17,2,1,3,,0
18,,,,6,0
19,1,,,5,0
20,,4,,2,0
21,5,1,,0,0
22,,,4,2,0
23,4,,2,0,0
24,,2,4,0,0
25,3,0,0,3,0
