,0,1,2,3,4
0,3,3,,,
1,2,,4,,
2,,3,3,,
3,0,4,2,,
4,0,,,6,
5,,0,,6,
6,1,1,,4,
7,,,4,2,
8,0,,5,1,
9,,1,5,0,
10,0,1,5,0,
11,0,,,,6
12,,1,,,5
13,0,1,,,5
14,,,2,,4
15,0,,4,,2
16,,2,3,,1
17,0,0,4,,2
18,,,,5,1
19,0,,,6,0
20,,0,,4,2
21,0,0,,6,0
22,,,1,3,2
23,0,,3,3,0
24,,0,1,4,1
25,0,0,1,4,1
