,0,1,2,3,4
0,3,3,,,
1,1,,5,,
2,,4,2,,
3,3,0,3,,
4,3,,,3,
5,,3,,3,
6,4,1,,1,
7,,,1,5,
8,2,,0,4,
9,,1,0,5,
10,2,1,0,3,
11,3,,,,3
12,,2,,,4
13,1,0,,,5
14,,,3,,3
15,0,,1,,5
16,,2,1,,3
17,1,0,2,,3
18,,,,3,3
19,1,,,2,3
20,,1,,3,2
21,0,1,,1,4
22,,,1,1,4
23,1,,1,0,4
24,,3,1,0,2
25,2,0,0,2,2
