,0,1,2,3,4
0,4,2,,,
1,1,,5,,
2,,3,3,,
3,0,3,3,,
4,0,,,6,
5,,0,,6,
6,1,1,,4,
7,,,3,3,
8,0,,5,1,
9,,3,0,3,
10,0,3,3,0,
11,0,,,,6
12,,4,,,2
13,2,2,,,2
14,,,4,,2
15,0,,6,,0
16,,2,4,,0
17,0,2,4,,0
18,,,,6,0
19,0,,,6,0
20,,0,,6,0
21,0,0,,6,0
22,,,3,3,0
23,0,,4,2,0
24,,0,2,3,1
25,0,0,3,3,0
