,0,1,2,3,4
0,6,0,,,
1,0,,6,,
2,,4,2,,
3,2,3,1,,
4,1,,,5,
5,,0,,6,
6,0,0,,6,
7,,,5,1,
8,0,,4,2,
9,,4,2,0,
10,0,0,3,3,
11,0,,,,6
12,,0,,,6
13,0,0,,,6
14,,,0,,6
15,0,,0,,6
16,,0,0,,6
17,0,0,0,,6
18,,,,3,3
19,0,,,2,4
20,,0,,3,3
21,0,0,,3,3
22,,,1,2,3
23,0,,0,2,4
24,,0,0,1,5
25,0,0,0,0,6
