,0,1,2,3,4
0,1,5,,,
1,0,,6,,
2,,2,4,,
3,0,3,3,,
4,0,,,6,
5,,0,,6,
6,0,0,,6,
7,,,2,4,
8,0,,2,4,
9,,1,1,4,
10,0,0,1,5,
11,0,,,,6
12,,0,,,6
13,0,0,,,6
14,,,0,,6
15,0,,0,,6
16,,0,0,,6
17,0,0,0,,6
18,,,,0,6
19,0,,,1,5
20,,0,,1,5
21,0,0,,1,5
22,,,1,0,5
23,0,,0,0,6
24,,0,0,0,6
25,0,0,0,0,6
