,0,1,2,3,4
0,5,1,,,
1,5,,1,,
2,,5,1,,
3,3,1,2,,
4,2,,,4,
5,,5,,1,
6,0,1,,5,
7,,,4,2,
8,1,,3,2,
9,,3,2,1,
10,2,0,2,2,
11,0,,,,6
12,,0,,,6
13,0,0,,,6
14,,,1,,5
15,1,,1,,4
16,,1,0,,5
17,0,0,1,,5
18,,,,5,1
19,0,,,3,3
20,,1,,3,2
21,0,0,,3,3
22,,,1,4,1
23,0,,0,2,4
24,,1,0,3,2
25,1,0,1,2,2
