,0,1,2,3,4
0,2,4,,,
1,1,,5,,
2,,4,2,,
3,0,2,4,,
4,1,,,5,
5,,3,,3,
6,0,2,,4,
7,,,4,2,
8,1,,3,2,
9,,2,3,1,
10,2,2,1,1,
11,2,,,,4
12,,4,,,2
13,0,2,,,4
14,,,3,,3
15,0,,6,,0
16,,4,1,,1
17,1,2,2,,1
18,,,,4,2
19,0,,,6,0
20,,1,,4,1
21,1,2,,2,1
22,,,5,0,1
23,1,,4,1,0
24,,2,4,0,0
25,0,2,2,2,0
