,0,1,2,3,4
0,0,6,,,
1,3,,3,,
2,,4,2,,
3,3,1,2,,
4,1,,,5,
5,,2,,4,
6,3,2,,1,
7,,,3,3,
8,0,,3,3,
9,,0,5,1,
10,1,3,0,2,
11,3,,,,3
12,,4,,,2
13,3,1,,,2
14,,,3,,3
15,0,,4,,2
16,,2,4,,0
17,3,0,0,,3
18,,,,5,1
19,0,,,5,1
20,,0,,3,3
21,0,1,,5,0
22,,,3,3,0
23,1,,2,3,0
24,,0,2,4,0
25,0,0,1,4,1
